id,english_term,target_term,hindi_term,english_sentence,target_sentence,hindi_sentence,target_lang,source,needs_manual_review
gom_raw_Electrician (Tr_0030,circuit breaker,सर्किट ब्रेकर,,"114 Identify the parts of circuit breaker, check its operation 317","114 Identify the parts of सर्किट ब्रेकर, check its operation 317",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0048,cable,केबल,,3 Switch OFF the LT breaker and ensure that No power supply in LT panel & cables,3 Switch OFF the LT breaker and ensure that No power supply in LT panel & केबलs,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0210,protective device,सुरक्षा उपकरण,,g accessories and protective devices,g accessories and सुरक्षा उपकरणs,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0095,voltage,व्होल्टेज,,"otal resistance, current and voltage","otal resistance, current and व्होल्टेज",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0051,capacitor,कॅपॅसिटर,,"t the discharge rod on capacitors, CT & PT terminals connected to line bus bars","t the discharge rod on कॅपॅसिटरs, CT & PT terminals connected to line bus bars",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0091,ammeter,अमीटर,,3 Note down voltmeter & Ammeter readings,3 Note down voltmeter & अमीटर readings,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0177,voltage,व्होल्टेज,,voltage & constant current method,व्होल्टेज & constant current method,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0059,voltage,व्होल्टेज,,erify the ohms law with variable resistance & constant voltage method,erify the ohms law with variable resistance & constant व्होल्टेज method,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0072,resistance,प्रतिकार,,Method-1 (Constant voltage & variable resistance method),Method-1 (Constant voltage & variable प्रतिकार method),,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0306,capacitor,कॅपॅसिटर,,1 Form the 12V circuit for testing the capacitor circuit elements,1 Form the 12V circuit for testing the कॅपॅसिटर circuit elements,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0168,resistance,प्रतिकार,,Total internal resistance (1/r) = 1/r1+1/r2,Total internal प्रतिकार (1/r) = 1/r1+1/r2,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0067,resistance,प्रतिकार,,3 Keep the circuit resistance constant and vary the input voltage step by step with Auto Transformer,3 Keep the circuit प्रतिकार constant and vary the input voltage step by step with Auto Transformer,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0021,resistance,प्रतिकार,,53 To measure the insulation resistance of Electrical machineries 109,53 To measure the insulation प्रतिकार of Electrical machineries 109,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0117,voltage,व्होल्टेज,,d record the voltage drops across the resist,d record the व्होल्टेज drops across the resist,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0023,voltage,व्होल्टेज,,"77 Demonstrate build up voltage, excitation, loading Characteristics 169","77 Demonstrate build up व्होल्टेज, excitation, loading Characteristics 169",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0223,fuse,फ्यूज,,"• check the construction and parts of fuse, MCB and ELCB","• check the construction and parts of फ्यूज, MCB and ELCB",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0029,cable,केबल,,1 Check various joints in UG cables 305,1 Check various joints in UG केबलs 305,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0118,voltage,व्होल्टेज,,6 Repeat these steps by setting the voltages to 100 V,6 Repeat these steps by setting the व्होल्टेजs to 100 V,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0062,voltage,व्होल्टेज,,Keep the supply voltage c,Keep the supply व्होल्टेज c,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0028,control panel,कंट्रोल पॅनल,,"100 Demonstrate control cabinet/ control panel assembly, wiring, checking/","100 Demonstrate control cabinet/ कंट्रोल पॅनल assembly, wiring, checking/",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0238,megger,मेगर,,• Megger 500 V - 1 No,• मेगर 500 V - 1 No,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0045,voltage,व्होल्टेज,,Check the voltage & insula,Check the व्होल्टेज & insula,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0133,insulation,इन्सुलेशन,,hile removing insulation by k,hile removing इन्सुलेशन by k,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0033,fuse,फ्यूज,,trical supply and remove the fuses,trical supply and remove the फ्यूजs,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0235,fuse,फ्यूज,,• Handle the cartridge fuse carefully and do not drop,• Handle the cartridge फ्यूज carefully and do not drop,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0243,conduit,कंड्यूट,,Fix the PVC conduit pipes as per marked position of ele,Fix the PVC कंड्यूट pipes as per marked position of ele,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0043,cable,केबल,,"high tension lines, Bus- bars and cables after disconnecting the main power supply line","high tension lines, Bus- bars and केबलs after disconnecting the main power supply line",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0017,single phase,सिंगल फेज,,43 Loading and determine the efficiency of single phase transformer 86,43 Loading and determine the efficiency of सिंगल फेज transformer 86,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0113,resistance,प्रतिकार,,"measure the voltage, current & resistance in complex c","measure the voltage, current & प्रतिकार in complex c",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0280,earthing,अर्थिंग,,2 Connect the earth conductor parallel to the earthing poi,2 Connect the earth conductor parallel to the अर्थिंग poi,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0027,control panel,कंट्रोल पॅनल,,"98 Test and service protective devices, control panel etc 240","98 Test and service protective devices, कंट्रोल पॅनल etc 240",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0207,earthing,अर्थिंग,,"MODULE 4: Electrical Wiring Practice, Earthing","MODULE 4: Electrical Wiring Practice, अर्थिंग",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0047,cable,केबल,,T panel / cables of 3 Ph,T panel / केबलs of 3 Ph,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0295,capacitor,कॅपॅसिटर,,• identify the capacitor’,• identify the कॅपॅसिटर’,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0035,resistance,प्रतिकार,,"6 Practice the use and safe handling of multi meter by measuring the AC & DC voltage, resistance and continuity","6 Practice the use and safe handling of multi meter by measuring the AC & DC voltage, प्रतिकार and continuity",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0022,single phase,सिंगल फेज,,75 Single Phase Induction Motor Overhauling 164,75 सिंगल फेज Induction Motor Overhauling 164,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0222,fuse,फ्यूज,,"• identify the different types of protective fuses, MCB, ELCB and their ratings","• identify the different types of protective फ्यूजs, MCB, ELCB and their ratings",,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0076,voltage,व्होल्टेज,,Fixed Resistance (R) Variable Voltage (V) Current (I) I = V/R,Fixed Resistance (R) Variable व्होल्टेज (V) Current (I) I = V/R,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
gom_raw_Electrician (Tr_0185,voltage,व्होल्टेज,,rging voltage & battery voltage and wait unt,rging व्होल्टेज & battery व्होल्टेज and wait unt,,gom_Deva,data/raw/Electrician (Trade Practical).txt,True
